Data Source,Indicator,Indicator Measure,Gender,Geography,Denominator,Numerator,Prevalence,Lower 95% CI (Prevalence),Upper 95% CI (Prevalence),Confidence interval type,Release Flag (Prevalence),Comparison with Canada
2020 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,females,Newfoundland And Labrador,471,356,73.3,68.8,77.9,Wald,C,significantly higher
2020 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,females,Yukon (Whitehorse),253,179,69.1,62.3,75.8,Wald,C,not significantly different
2020 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,females,Northwest Territories (Yellowknife),196,158,77.7,70.6,84.7,Wald,C,significantly higher
2020 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,females,Nunavut (Iqaluit),126,103,74.8,62.4,87.3,Wald,C,not significantly different
2020 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,Canada,5243,3573,63.8,61.9,65.7,Wald,C,
2020 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,British Columbia,503,313,60.5,55.4,65.5,Wald,C,not significantly different
2020 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,Alberta,493,301,59.2,54.3,64.1,Wald,C,not significantly different
2020 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,Saskatchewan,364,262,73.5,68.0,79.1,Wald,C,significantly higher
2020 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,Manitoba,421,265,61.0,55.5,66.4,Wald,C,not significantly different
2020 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,Ontario,871,560,64.1,60.5,67.8,Wald,C,not significantly different
2020 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,Quebec,734,476,64.4,60.3,68.5,Wald,C,not significantly different
2020 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,New Brunswick,364,268,71.1,65.4,76.8,Wald,C,not significantly different
2020 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,Nova Scotia,371,261,68.5,62.5,74.5,Wald,C,not significantly different
2020 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,Prince Edward Island,318,251,75.8,70.1,81.5,Wald,C,significantly higher
2020 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,Newfoundland And Labrador,367,290,75.3,69.8,80.8,Wald,C,significantly higher
2020 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,Yukon (Whitehorse),162,121,75.6,68.7,82.6,Wald,C,significantly higher
2020 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,Northwest Territories (Yellowknife),170,124,71.9,63.6,80.2,Wald,C,not significantly different
2020 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,Nunavut (Iqaluit),105,81,78.4,69.6,87.3,Wald,C,significantly higher
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,all adults,Canada,6580,4128,57.3,55.6,59.1,Wald,C,
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,all adults,British Columbia,577,330,53.5,48.9,58.2,Wald,C,not significantly different
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,all adults,Alberta,553,314,56.4,51.6,61.1,Wald,C,not significantly different
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,all adults,Saskatchewan,471,274,60.9,55.7,66.0,Wald,C,not significantly different
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,all adults,Manitoba,502,292,57.6,52.4,62.8,Wald,C,not significantly different
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,all adults,Ontario,1005,556,54.9,51.4,58.4,Wald,C,not significantly different
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,all adults,Quebec,917,568,61.1,57.7,64.4,Wald,C,not significantly different
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,all adults,New Brunswick,467,305,66.1,61.0,71.2,Wald,C,significantly higher
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,all adults,Nova Scotia,489,345,66.0,60.8,71.3,Wald,C,significantly higher
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,all adults,Prince Edward Island,363,264,71.5,66.0,77.0,Wald,C,significantly higher
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,all adults,Newfoundland And Labrador,386,264,68.4,62.8,74.0,Wald,C,significantly higher
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,all adults,Yukon (Whitehorse),355,249,69.5,63.3,75.6,Wald,C,significantly higher
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,all adults,Northwest Territories (Yellowknife),346,260,75.6,70.1,81.1,Wald,C,significantly higher
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,all adults,Nunavut (Iqaluit),149,107,69.7,61.1,78.3,Wald,C,significantly higher
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,females,Canada,3747,2284,56.7,54.3,59.1,Wald,C,
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,females,British Columbia,321,185,56.1,49.9,62.2,Wald,C,not significantly different
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,females,Alberta,310,167,55.5,49.5,61.4,Wald,C,not significantly different
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,females,Saskatchewan,283,158,58.5,51.3,65.8,Wald,C,not significantly different
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,females,Manitoba,280,168,61.4,54.7,68.1,Wald,C,not significantly different
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,females,Ontario,553,299,53.9,49.3,58.6,Wald,C,not significantly different
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,females,Quebec,523,309,59.5,54.8,64.2,Wald,C,not significantly different
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,females,New Brunswick,279,168,60.9,54.3,67.5,Wald,C,not significantly different
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,females,Nova Scotia,284,196,63.2,56.2,70.1,Wald,C,not significantly different
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,females,Prince Edward Island,224,157,65.1,58.0,72.2,Wald,C,not significantly different
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,females,Newfoundland And Labrador,229,152,67.5,60.0,74.9,Wald,C,significantly higher
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,females,Yukon (Whitehorse),202,137,67.7,60.2,75.1,Wald,C,significantly higher
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,females,Northwest Territories (Yellowknife),178,131,75.4,67.7,83.1,Wald,C,significantly higher
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,females,Nunavut (Iqaluit),81,57,72.3,61.5,83.0,Wald,A,significantly higher
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,Canada,2823,1842,58.2,55.4,60.9,Wald,C,
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,British Columbia,255,145,51.1,44.0,58.1,Wald,C,not significantly different
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,Alberta,241,147,57.6,49.7,65.6,Wald,C,not significantly different
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,Saskatchewan,188,116,63.2,55.4,71.0,Wald,C,not significantly different
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,Manitoba,222,124,53.7,45.7,61.7,Wald,C,not significantly different
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,Ontario,449,256,56.1,50.7,61.5,Wald,C,not significantly different
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,Quebec,394,259,62.6,57.5,67.8,Wald,C,not significantly different
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,New Brunswick,187,137,71.8,64.0,79.6,Wald,C,significantly higher
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,Nova Scotia,205,149,69.0,60.9,77.2,Wald,C,not significantly different
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,Prince Edward Island,139,107,78.1,69.3,86.9,Wald,C,significantly higher
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,Newfoundland And Labrador,157,112,69.4,61.1,77.6,Wald,C,significantly higher
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,Yukon (Whitehorse),151,111,71.3,61.6,81.0,Wald,C,significantly higher
2021 SCMH,High community belonging,Percentage (%) of population aged 18 years and older who reported high community belonging,males,Northwest Territories (Yellowknife),167,129,76.1,68.1,84.2,Wald,C,significantly higher
